label,text,pred,probability
1,Please confirm you received the folders for the phone screens gave to your assistants yesterday afternoon.,1,"tensor([[0.0000, 4.0882]], device='cuda:0')"
1,Please send out an adjustment for the decrease to New Power.,1,"tensor([[0.0000, 4.0326]], device='cuda:0')"
0,Primary reasons being privacy; protection of national interest; utilisation as an economic resource; and so on.,0,"tensor([[3.9378, 0.0000]], device='cuda:0')"
1,"please check the terms and pricing, and correct the deals.",1,"tensor([[0.0000, 4.1059]], device='cuda:0')"
1,"Frank, just note to make sure that get any updates to the approved Counterparty list.",1,"tensor([[0.0000, 3.9609]], device='cuda:0')"
1,Please nominate the following volumes baseload for the rest of March starting Brian Perrone agree upon.,1,"tensor([[0.0000, 3.9405]], device='cuda:0')"
0,This marks one of Airbus' largest aircraft orders ever with a single airline operator.,0,"tensor([[4.1089, 0.0000]], device='cuda:0')"
0,And how much share does it have in comparison to the traditional method?,0,"tensor([[3.7922, 0.0000]], device='cuda:0')"
0,Consumer Unity & Trust Society (CUTS) is involved in a consumer impact assessment of data localisation.,0,"tensor([[4.0840, 0.0000]], device='cuda:0')"
0,The new soundbars are just as great for music as they are for TV.,0,"tensor([[3.6371, 0.0000]], device='cuda:0')"
1,"Jack, observe the usual safety precautions.",1,"tensor([[0.0918, 3.0941]], device='cuda:0')"
0,"CHENNAI: Trick-or-treating, carving jack-o'-lanterns, festive gatherings, donning costumes and eating treats -- Halloween is celebrated on October 31 worldwide.",0,"tensor([[3.8042, 0.0000]], device='cuda:0')"
1,"Please note that will be out of the office until Tuesday, January 8.",1,"tensor([[0.0000, 4.2607]], device='cuda:0')"
0,"The very basis on which operators agreed to pay revenue share in 1999, has therefore changed.",0,"tensor([[3.9521, 0.0000]], device='cuda:0')"
1,Hit Toyota Gnomes for extra points and try to be in top list.,1,"tensor([[0.8965, 2.9284]], device='cuda:0')"
1,Please check on these immediatly since the LDC deadlines start today and send updates frequently.,1,"tensor([[0.0000, 3.7378]], device='cuda:0')"
0,"Exploring alternatives to Mutual Legal Assistance Treaties (MLAT), such as becoming a member of ""Chart of signatures and ratifications of Treaty 185: Convention on Cybercrime"", which has specific focus on cross border cybercrimes and associated mutual assistance amongst members, will certainly be useful in this regard.",0,"tensor([[4.0639, 0.0000]], device='cuda:0')"
1,"Kim, provide significant additional sorting functionality over the old.",1,"tensor([[0.1084, 3.7322]], device='cuda:0')"
0,"We have decided equal sharing of posts and responsibilities once we come to power again, Fadnavis is quoted as saying in Marathi at the presser to announce tie-up for (Lok Sabha) elections.",0,"tensor([[3.6854, 0.0000]], device='cuda:0')"
1,"Chris and Judy, please pass on to any of your folks who need to know that we've completed the name change from Enron Cap Trade to Enron North America.",1,"tensor([[0.0000, 3.9837]], device='cuda:0')"
1,Please maintain and review account plans for meeting the defined targets.,1,"tensor([[0.0000, 3.9903]], device='cuda:0')"
0,"According to experts, the increase in AAA-rated papers signifies risk aversion in the aftermath of the IL&FS crisis.",0,"tensor([[4.0930, 0.0000]], device='cuda:0')"
0,"Things change like this.
NORMAL	I think it's a great start for Test cricket in the subcontinent.
NORMAL	Our intentions have been good.
NORMAL	It's going to be no problem at all.
NORMAL	Everything will be fine don't worry, the former captain said in an assured tone.",0,"tensor([[4.0384, 0.0000]], device='cuda:0')"
1,please find instructions on retrieving Transmission Week,1,"tensor([[0.0105, 4.0946]], device='cuda:0')"
0,"The Sena leaders, he said, have conveyed their wish to the BJP leadership.",0,"tensor([[4.4166, 0.0000]], device='cuda:0')"
1,"Learn how our clients get the best results and receive the most professional care in the investment world today, to help our company.",1,"tensor([[0.9109, 2.7723]], device='cuda:0')"
1,"Apologize to Dr.Lay and return $10,000 in campaign cash.",1,"tensor([[0.0000, 3.6629]], device='cuda:0')"
1,"Please let me know ASAP, Brenda Herod would like this resolved today or not.",1,"tensor([[0.1661, 3.8874]], device='cuda:0')"
1,After this is done please let Stephanie know so that she can redraft her invoice the next day after POPS bridges to MOPS.,1,"tensor([[0.0000, 4.1140]], device='cuda:0')"
1,"Book room today at one of our strip properties Mandalay Bay, Luxor, Monte Carlo, Excalibur or Circus Circus Las Vegas and send me the confirmation on it.",1,"tensor([[0.4683, 2.9826]], device='cuda:0')"
1,Please review this information and let me know via email if RAC requires the documents.,1,"tensor([[0.0000, 4.0507]], device='cuda:0')"
1,Please maintain broad knowledge of customer account regarding its target industry and competitors.,1,"tensor([[0.0000, 3.7229]], device='cuda:0')"
0,The complaint in this regard came from the Federation of Hotel and Restaurant Associations of India (FHRAI).,0,"tensor([[3.6216, 0.0000]], device='cuda:0')"
1,Please note the email sent to Virginia below requesting additional information for this meeting.,1,"tensor([[0.0000, 4.0551]], device='cuda:0')"
1,"Promote and track sales to systems integrators such as Accenture, KPMG, PwC, etc.",1,"tensor([[0.8133, 3.3490]], device='cuda:0')"
1,Please respond and let me know your status on the given work.,1,"tensor([[0.0000, 4.1851]], device='cuda:0')"
0,"After making sure that the pigment did not bleed in water, an aqueous treatment was considered the best way by the conservation team to remove the acidity and reduce the yellowness.",0,"tensor([[4.2354, 0.0871]], device='cuda:0')"
0,"Of the 16 operators against whom DoT had raised demand for payment of AGR dues, 11 have already shut operations.",0,"tensor([[4.3959, 0.0070]], device='cuda:0')"
1,Let's try and reach an agreement on the construction manager issue tomorrow morning.,1,"tensor([[0.0000, 4.0658]], device='cuda:0')"
1,I want you to double check and make sure that the Chase agreement is in good format for this master agreement.,1,"tensor([[0.0000, 3.9965]], device='cuda:0')"
1,Please summarize for us the status of the report sent recently in the meeting.,1,"tensor([[0.0000, 3.9218]], device='cuda:0')"
0,"Unlike most businesses, Ambani has good reason for cheer.",0,"tensor([[4.1345, 0.0000]], device='cuda:0')"
0,"Rescuers pulled out the decomposed and mangled body of Sujith Wilson early Tuesday from deep inside the borewell, after a futile 80-hour attempt to save the child who had fallen in while playing near his house in a village in Tamil Nadu's Tiruchirappalli district.",0,"tensor([[4.9199, 0.0000]], device='cuda:0')"
1,please put on schedule Tracy Arthur Associates who have made significant contributions to ENA.,1,"tensor([[0.1666, 4.1595]], device='cuda:0')"
1,Just allocate the actuals at the end of each month.,1,"tensor([[0.0000, 4.1450]], device='cuda:0')"
1,Please inform all users of the Stentofon System of this change and pass this information to anyone that needs it.,1,"tensor([[0.0000, 3.9218]], device='cuda:0')"
0,"The revival package allocates Rs 15,000 crore--this money is to be raised by the PSUs based on a government guarantee--for capex.",0,"tensor([[3.9296, 0.0000]], device='cuda:0')"
1,Prepare the Letter and send it to ABB for their comments.,1,"tensor([[0.0000, 3.6456]], device='cuda:0')"
0,"Mumbai: With the Shiv Sena insisting on 50-50 power-sharing formula, the Bharatiya Janata Party (BJP) MP Sanjay Kakade created a flutter in political circles on Tuesday by claiming that 45 of the newly-elected Sena MLAs are keen on their party joining hands with the BJP.",0,"tensor([[4.0433, 0.0000]], device='cuda:0')"
0,"The office of the Juvenile Justice Board is located inside the campus of the observation home, which means many visitors on a daily basis.
NORMAL	I asked the policemen deputed at the gate to keep a record of every person who enters and leaves the observation home premises and watch the boundary wall, the SSP said.",0,"tensor([[4.5605, 0.0000]], device='cuda:0')"
0,"Keeping this in mind, areas of paint loss in these Mewar paintings have not been retouched.",0,"tensor([[4.2132, 0.0000]], device='cuda:0')"
0,"We can smell wood and feel the warmth of wood, he said.",0,"tensor([[4.2301, 0.0000]], device='cuda:0')"
0,The officials said random checking of vehicles and frisking of people was being done as part of the security drill.,0,"tensor([[4.3042, 0.0000]], device='cuda:0')"
0,"Ambani's upbeat view does not square with the depressing stream of macroeconomic data in the past few months, especially after growth in the Indian economy slowed to 5 per cent in the April-June quarter, the slowest in over six years.",0,"tensor([[4.0573, 0.0000]], device='cuda:0')"
0,"Earlier, sports was treated as extra-curricular activities.
NORMAL	Sports was not part of education system and it was treated as an extra, he said.",0,"tensor([[4.0656, 0.0000]], device='cuda:0')"
1,Participate in such transaction from the date of notice by ENA.,1,"tensor([[0.0000, 3.8887]], device='cuda:0')"
0,"However, according to Kumar, the cinema hall management told him that the woman could not stand up as she was unwell.",0,"tensor([[3.8851, 0.0000]], device='cuda:0')"
0,We believe we are well-positioned to identify and invest in good companies that seek to deliver positive impact alongside sustainable financial return.,0,"tensor([[4.1632, 0.0000]], device='cuda:0')"
1,"Please confirm your availability to participate in the two and half week orientation via email to Tracy Arthur by Friday, December 22",1,"tensor([[0.0000, 4.1487]], device='cuda:0')"
1,"when your group currently generating standard report that captures the surveyed data, please send the report to me, and put me on your recipient list beginning next month.",1,"tensor([[0.0000, 3.9891]], device='cuda:0')"
0,"The deceased, Sion Koliwada resident Vijay Singh, who worked as a medical representative, died after he was detained at the police station for questioning on Sunday.",0,"tensor([[4.1714, 0.0000]], device='cuda:0')"
0,"UOB-Kay Hian Holdings has taken on a large group of securities trading representatives, known as remisiers, from a brokerage arm of the country's largest bank.",0,"tensor([[4.0364, 0.0000]], device='cuda:0')"
0,"After hitting a high of 39,894.18, the 30-share index was trading 639.33 points, or 1.63 per cent, higher at 39,889.53 in mid-session, and the broader NSE Nifty advanced 175.85 points, or 1.51 per cent, to 11,803.65.",0,"tensor([[4.4263, 0.0000]], device='cuda:0')"
0,"Later, Che alluded that the ""Gold Digger"" rapper's transformation was because of his move to Calabasas.",0,"tensor([[4.2635, 0.0000]], device='cuda:0')"
0,"The Crime Branch team from Jaunpur had arrived at Harsos village on Monday evening after obtaining arrest warrants against the two accused in the robbery case -- Rajan Rajbhar and Arvind Rajbhar.
NORMAL	On seeing the police force, Arvind managed to escape.
NORMAL	Policemen were able to catch Rajan and were trying to take him away with them when villagers arrived at the spot.
NORMAL	It has come to light that villagers reached the spot after rumours circulated that a gang of child-lifters had entered thevillage,"" said SHO of Jansa Police Station, Ramashish Ram.",0,"tensor([[3.6954, 0.0000]], device='cuda:0')"
0,Here's the match preview.,1,"tensor([[0.7861, 2.5690]], device='cuda:0')"
0,We work with them to design some programmes to promote it.,0,"tensor([[2.7697, 1.6681]], device='cuda:0')"
1,Please call me with Balance Sheet.doc EnronNorth.doc Confidentiality Notice.,1,"tensor([[0.0000, 4.1439]], device='cuda:0')"
1,"Chris, Find that local production list when you have chance and forward it to me.",1,"tensor([[0.0000, 4.3031]], device='cuda:0')"
0,"Above all, there is a leadership accelerator.
NORMAL	Both the countries are blessed with leadership that is unique in the whole world, at least in today's time, he said, referring to Prime Minister Narendra Modi and Saudi King Salman bin Abdulaziz Al-Saud and his son Prince Mohammed bin Salman bin Abdulaziz.",0,"tensor([[4.0333, 0.0000]], device='cuda:0')"
